"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 14 19:26:00 GMT 2024","Wed Feb 14 19:26:04 GMT 2024","3627","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
"skipped","Wed Feb 14 19:27:09 GMT 2024","Wed Feb 14 19:27:42 GMT 2024","32957","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 2 of 10)",""
"passed","Wed Feb 14 19:25:57 GMT 2024","Wed Feb 14 19:26:00 GMT 2024","3058","","tests.ui.DragAndDropTest","","tests.ui.DragAndDropTest","testDragAndDrop","Тест Drag and Drop элемента на изменение состояния после совершения действия Тест Drag and Drop элемента на изменение состояния после совершения действия","Тест изменения состояния текста div при drag and drop элемента в другой элемент"
"passed","Wed Feb 14 19:25:04 GMT 2024","Wed Feb 14 19:25:09 GMT 2024","4241","","tests.ui.WorkTest","","tests.ui.WorkTest","wayPracticeSiteEntranceTest","Проверка перехода на страницу PracticeSite 1 Проверка перехода на страницу PracticeSite 1","Тест проверяет переходит ли на страницу PractiseSite1 если клинуть по соответствующей ссылке в выпадающем списке в хэдере."
"skipped","Wed Feb 14 19:29:54 GMT 2024","Wed Feb 14 19:30:27 GMT 2024","32975","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 7 of 10)",""
"passed","Wed Feb 14 19:25:46 GMT 2024","Wed Feb 14 19:25:49 GMT 2024","2633","","tests.ui.WorkTest","","tests.ui.WorkTest","horizontalMenuVisibilityTest","Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера. Проверка наличия и отображения горизонтального меню. Проверка работы stick класса слайдера.","Тест проверяет наличие Горизонтального меню. Прокручивает страницу вниз, чтобы увидеть следует ли слайдер за пользователем."
"skipped","Wed Feb 14 19:27:42 GMT 2024","Wed Feb 14 19:28:15 GMT 2024","32880","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 3 of 10)",""
"skipped","Wed Feb 14 19:39:01 GMT 2024","Wed Feb 14 19:39:33 GMT 2024","32950","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","wayAuthorizationTest","Проверка авторизации на сайте Way2 Проверка авторизации на сайте Way2 (Repetition 1 of 3)","Тест проверяет успешно ли проходит авторизация на сайте Way2 при вводе учетных данных пользователя."
"skipped","Wed Feb 14 19:25:18 GMT 2024","Wed Feb 14 19:25:26 GMT 2024","8264","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности. (Repetition 1 of 3)","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"passed","Wed Feb 14 19:24:58 GMT 2024","Wed Feb 14 19:25:01 GMT 2024","3327","","tests.ui.DisplayTest","","tests.ui.DisplayTest","footerVisibilityTest","Проверка наличия и отображения Футера Проверка наличия и отображения Футера","Тест проверяет наличие и отображение Футера."
"broken","Wed Feb 14 19:31:00 GMT 2024","Wed Feb 14 19:31:33 GMT 2024","32807","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 9 of 10)",""
"passed","Wed Feb 14 19:25:49 GMT 2024","Wed Feb 14 19:25:52 GMT 2024","2747","","tests.ui.AlertsTest","","tests.ui.AlertsTest","testAlertInput","Тест вывода записаного в поле Алерт текста Тест вывода записаного в поле Алерт текста","Тест изменения состояния текста в блоке фрейма, при введении текста в поле Алерта, которое появляется при нажатии кнопки."
"passed","Wed Feb 14 19:40:38 GMT 2024","Wed Feb 14 19:40:41 GMT 2024","3575","","tests.ui.AuthorizationTest","","tests.ui.AuthorizationTest","practiceSiteAuthorizationTest","Проверка авторизации на сайте Practice Site 2 Проверка авторизации на сайте Practice Site 2","Тест проверяет авторизацию на сайте Practice Site 2. Появляется ли текст о успешной авторизации после ввода учетных данных."
"passed","Wed Feb 14 19:38:07 GMT 2024","Wed Feb 14 19:38:11 GMT 2024","3578","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: password",""
"skipped","Wed Feb 14 19:35:56 GMT 2024","Wed Feb 14 19:36:28 GMT 2024","32829","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 7 of 10)",""
"passed","Wed Feb 14 19:25:54 GMT 2024","Wed Feb 14 19:25:57 GMT 2024","2695","","tests.ui.TabsTest","","tests.ui.TabsTest","testTabs","Тест вкладок Тест вкладок","Тест количества вкладок после совершения действий на странице, тест работоспособности ссылки открывающей вкладку"
"skipped","Wed Feb 14 19:28:48 GMT 2024","Wed Feb 14 19:29:21 GMT 2024","32806","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 5 of 10)",""
"skipped","Wed Feb 14 19:26:37 GMT 2024","Wed Feb 14 19:27:09 GMT 2024","32845","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 1 of 10)",""
"passed","Wed Feb 14 19:38:11 GMT 2024","Wed Feb 14 19:38:21 GMT 2024","10793","","tests.ui.CookieAuthTest","","tests.ui.CookieAuthTest","testLoginAndSaveCookiesToFile","Авторизация и сохранение куков в файл,с последующим чтением из него Авторизация и сохранение куков в файл,с последующим чтением из него","Тест авторизации пользователя и сохранение куков в файл, чтение куков из файла при повторном тестировании"
"skipped","Wed Feb 14 19:25:09 GMT 2024","Wed Feb 14 19:25:18 GMT 2024","9199","","tests.ui.WorkTest","","tests.ui.WorkTest","swiperBannerTest","Проверка наличия и отображения баннера. Проверка его работоспособности. Проверка наличия и отображения баннера. Проверка его работоспособности.","Тест проверяет отображение слайдера с баннерами. Свайпает слайдер и проверяет меняется ли класс слайдера на другой, для проверки смены активных слайдов"
"passed","Wed Feb 14 19:24:52 GMT 2024","Wed Feb 14 19:24:58 GMT 2024","5765","","tests.ui.DisplayTest","","tests.ui.DisplayTest","headerVisibilityTest","Проверка наличия и отображения контактов в Хэдере Проверка наличия и отображения контактов в Хэдере","Тест проверяет наличие блока Контактов в Хедере"
"skipped","Wed Feb 14 19:26:04 GMT 2024","Wed Feb 14 19:26:37 GMT 2024","32805","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123",""
"passed","Wed Feb 14 19:25:01 GMT 2024","Wed Feb 14 19:25:04 GMT 2024","2824","","tests.ui.DisplayTest","","tests.ui.DisplayTest","certificatesBlockVisibilityTest","Проверка наличия и отображения блока с Сертификатами. Проверка наличия и отображения блока с Сертификатами.","Тест проверяет наличие и отображение блока с Сертификатами."
"broken","Wed Feb 14 19:37:01 GMT 2024","Wed Feb 14 19:37:34 GMT 2024","32971","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 9 of 10)",""
"skipped","Wed Feb 14 19:32:38 GMT 2024","Wed Feb 14 19:33:11 GMT 2024","32789","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: qwe , password: password (Repeat 1 of 10)",""
"skipped","Wed Feb 14 19:29:21 GMT 2024","Wed Feb 14 19:29:54 GMT 2024","32947","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 6 of 10)",""
"broken","Wed Feb 14 19:31:33 GMT 2024","Wed Feb 14 19:32:05 GMT 2024","32856","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 10 of 10)",""
"skipped","Wed Feb 14 19:30:27 GMT 2024","Wed Feb 14 19:31:00 GMT 2024","32872","","tests.ui.DataProviderAuthTest","","tests.ui.DataProviderAuthTest","testLogin","testLogin(String, String) Login: angular , password: 123 (Repeat 8 of 10)",""
